age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
31,9,1,2,0,0.95997371060217,1,0,2,0.6264396298136328,8,-1.1793556541885515,-0.8856866463353108,0.0,0.0,0,0
31,0,2,2,0,1.1675192206856448,1,0,2,0.6264396298136328,8,0.017031184328001273,-0.8856866463353108,0.0,0.0,0,0
33,9,2,1,0,-0.37647541213188185,1,0,2,0.6264396298136328,8,0.15479694149051343,-0.8856866463353108,0.0,0.0,0,0
35,1,1,1,0,-0.1761280122247125,1,0,2,0.6264396298136328,8,-0.7298042360793013,-0.8856866463353108,0.0,0.0,0,0
37,4,1,2,0,-0.0753544697564357,1,1,2,0.6264396298136328,8,-0.44702189242993434,-0.8856866463353108,0.0,0.0,0,0
42,9,0,1,0,2.836281096559133,1,0,2,0.6264396298136328,8,-0.12798540215885362,2.098155496427577,0.0,0.0,0,0
28,0,1,1,0,-0.527635725834297,1,1,2,0.6264396298136328,8,2.083517541765683,-0.8856866463353108,0.0,0.0,0,0
29,4,1,1,0,-1.4022061122554135,1,1,2,0.6264396298136328,8,2.032761736495284,-0.8856866463353108,0.0,0.0,0,0
21,8,2,1,0,-0.4532552540124737,1,0,2,0.6264396298136328,8,-0.6862992601332449,-0.13972611064458876,0.0,0.0,0,0
31,4,2,2,0,-0.2697034445166838,1,0,2,0.6264396298136328,8,0.7203616287892475,-0.8856866463353108,0.0,0.0,0,0
32,9,2,3,0,-0.3512820265148126,1,0,2,0.6264396298136328,8,1.3729362679800945,-0.13972611064458876,0.0,0.0,0,0
32,4,2,2,0,0.1417885205621131,1,0,2,0.6264396298136328,8,-0.5775368202681037,-0.8856866463353108,0.0,0.0,0,0
38,7,1,2,0,-0.8767440693851131,1,0,2,0.6264396298136328,8,0.6043483595997635,-0.8856866463353108,0.0,0.0,0,0
29,4,2,2,0,-0.3356861211328174,1,0,2,0.6264396298136328,8,0.8001207513570177,-0.8856866463353108,0.0,0.0,0,0
31,4,2,2,0,0.2581579684123851,1,0,2,0.6264396298136328,8,2.1850291523064818,-0.13972611064458876,0.0,0.0,0,1
36,4,2,2,0,-0.43525997857170995,0,0,2,0.6264396298136328,8,1.0829030950063847,2.098155496427577,0.0,0.0,0,0
30,9,0,1,0,2.9874414102615483,1,0,2,0.6264396298136328,8,-0.36726276986216416,1.3521949607368553,0.0,0.0,0,0
33,6,1,2,0,0.8292080423992869,1,0,2,0.6264396298136328,8,-0.14973789013188185,-0.13972611064458876,0.0,0.0,0,0
27,1,2,1,0,0.8028149717528335,1,1,2,0.6264396298136328,8,1.7789827101432882,-0.8856866463353108,0.0,0.0,0,0
38,6,1,2,0,-0.029766438639834292,1,0,2,0.6264396298136328,8,-1.2373622887832936,0.6062344250461332,0.0,0.0,0,0
38,4,1,2,0,-0.6560020239784115,1,0,2,0.6264396298136328,8,2.2720391041985946,-0.8856866463353108,0.0,0.0,0,0
28,10,1,1,0,0.2977475743820653,1,0,2,0.6264396298136328,8,1.2061671935202114,-0.8856866463353108,0.0,0.0,0,0
40,7,0,1,0,-0.7315821808296191,0,0,2,0.6264396298136328,8,-0.6790484308089022,1.3521949607368553,0.0,0.0,0,0
34,7,2,1,0,-0.034565178757371286,1,0,2,0.6264396298136328,8,-0.2077445247266238,1.3521949607368553,0.0,0.0,0,0
28,9,2,1,0,1.7085771689379403,1,0,2,0.6264396298136328,8,-0.06272793823976891,-0.8856866463353108,0.0,0.0,0,0
35,9,1,1,0,-0.7303824958002348,1,1,2,0.6264396298136328,8,-0.8675699932418135,-0.8856866463353108,0.0,0.0,0,0
38,6,2,1,0,0.6432568628447286,1,0,2,0.6264396298136328,8,-0.8240650172957571,-0.13972611064458876,0.0,0.0,0,0
34,9,2,1,0,0.5772741862285949,1,0,2,0.6264396298136328,8,0.3433185039234248,-0.13972611064458876,0.0,0.0,0,0
43,3,1,1,0,-0.9439264310306309,1,0,2,0.6264396298136328,8,-0.23674784202399476,-0.13972611064458876,0.0,0.0,0,0
30,4,1,2,0,-0.09934817034412065,1,1,2,0.6264396298136328,8,0.4375792851398804,-0.8856866463353108,0.0,0.0,0,0
31,7,2,1,0,-0.15453368169579604,1,0,2,0.6264396298136328,8,-0.6572959428358739,-0.13972611064458876,0.0,0.0,0,0
31,4,1,2,0,1.3738650457397352,1,0,2,0.6264396298136328,8,2.779597156902587,-0.13972611064458876,0.0,0.0,0,0
25,1,2,1,0,-0.14253683140195356,1,0,2,0.6264396298136328,8,1.3656854386557518,-0.8856866463353108,0.0,0.0,0,0
34,9,2,2,0,-0.37287635704372907,1,0,2,0.6264396298136328,8,0.0025295256793157863,-0.13972611064458876,0.0,0.0,0,0
39,1,2,1,0,1.6210001617928902,0,0,2,0.6264396298136328,8,0.08228864824708597,-0.8856866463353108,0.0,0.0,0,0
38,4,1,2,0,-0.5804218671272039,1,0,2,0.6264396298136328,8,-0.2947544766187367,-0.13972611064458876,0.0,0.0,0,0
27,4,2,1,0,0.4285132425849483,1,0,2,0.6264396298136328,8,-0.30925613526742224,-0.8856866463353108,0.0,0.0,0,0
28,4,1,2,0,-0.2577065942228413,0,0,2,0.6264396298136328,8,-0.1932428660779383,-0.8856866463353108,0.0,0.0,0,0
33,9,2,1,0,-0.44485745880678396,1,0,2,0.6264396298136328,8,-0.5630351616194182,-0.8856866463353108,0.0,0.0,0,0
32,1,1,0,0,0.33013907017544,1,0,2,0.6264396298136328,8,-0.5630351616194182,-0.13972611064458876,0.0,0.0,0,0
35,9,1,1,1,-0.7663730466817623,1,1,2,0.6264396298136328,8,0.02428201365234402,0.6062344250461332,0.0,0.0,0,0
32,1,1,1,0,-1.1214798153794996,1,1,2,0.6264396298136328,8,-0.24399867134833753,-0.8856866463353108,0.0,0.0,0,0
31,7,1,1,0,-0.21811698825316114,1,0,2,0.6264396298136328,8,0.48833509041027967,-0.8856866463353108,0.0,0.0,0,0
32,1,1,1,0,-0.7315821808296191,1,1,2,0.6264396298136328,8,-0.44702189242993434,-0.13972611064458876,0.0,0.0,0,0
28,1,2,0,0,0.13459041038580763,1,0,2,0.6264396298136328,8,-0.39626608715953515,-0.8856866463353108,0.0,0.0,0,0
33,4,2,2,0,-0.08255257993274119,1,1,2,0.6264396298136328,8,2.6635838877131026,-0.8856866463353108,0.0,0.0,0,0
30,7,1,1,0,0.11059670979812267,1,0,2,0.6264396298136328,8,2.6708347170374456,-0.8856866463353108,0.0,0.0,0,0
57,1,1,0,0,-0.6811954095954807,1,0,2,0.6264396298136328,8,1.300427974736667,0.6062344250461332,0.0,0.0,0,0
39,7,1,1,0,-0.7315821808296191,1,1,2,0.6264396298136328,8,0.25630855203131186,0.6062344250461332,0.0,0.0,0,0
34,4,2,2,0,1.328277014623134,1,0,2,0.6264396298136328,8,0.4665826024372514,-0.13972611064458876,0.0,0.0,0,0
32,7,0,1,0,0.6552537131385711,1,0,2,0.6264396298136328,8,2.054514224468312,-0.8856866463353108,0.0,0.0,0,0
32,4,1,2,0,0.8639989082514301,1,0,2,0.6264396298136328,8,-0.8820716518904991,-0.8856866463353108,0.0,0.0,0,0
28,10,1,2,0,-0.41486533307217777,1,0,2,0.6264396298136328,8,1.7282269048728889,-0.13972611064458876,0.0,0.0,0,0
28,1,1,1,0,-0.8683462741794233,1,0,2,0.6264396298136328,8,0.2853118693286828,-0.13972611064458876,0.0,0.0,0,0
29,1,2,1,0,-0.19772234275362896,1,0,2,0.6264396298136328,8,-0.47602520972730533,-0.13972611064458876,0.0,0.0,0,0
34,4,2,2,0,2.162058110045186,1,0,2,0.6264396298136328,8,-0.36726276986216416,-0.13972611064458876,0.0,0.0,0,0
28,7,2,1,0,-0.31409179060390097,1,0,2,0.6264396298136328,8,-0.8603191639174708,-0.13972611064458876,0.0,0.0,0,0
36,0,0,1,0,0.19817371694317273,1,0,2,0.6264396298136328,8,-1.0125865797286684,0.6062344250461332,0.0,0.0,0,0
37,1,2,3,0,-0.8683462741794233,1,0,2,0.6264396298136328,8,-0.6645467721602167,-0.13972611064458876,0.0,0.0,0,0
35,4,1,2,0,1.2251041020960887,1,0,2,0.6264396298136328,8,-0.8820716518904991,-0.13972611064458876,0.0,0.0,0,0
33,9,2,1,0,-0.3560807666323496,1,0,2,0.6264396298136328,8,0.6261008475727918,-0.13972611064458876,0.0,0.0,0,0
34,2,2,1,0,-0.7315821808296191,1,1,2,0.6264396298136328,8,1.3729362679800945,-0.13972611064458876,0.0,0.0,0,0
24,1,2,1,0,-0.5264360408049128,1,0,2,0.6264396298136328,8,-0.3890152578351924,-0.13972611064458876,0.0,0.0,0,0
35,1,1,0,0,-0.18812486251855495,1,0,2,0.6264396298136328,8,0.7783682633839895,-0.13972611064458876,0.0,0.0,0,0
40,1,1,0,0,-0.062157934433208974,1,1,2,0.6264396298136328,8,-1.0778440436477532,0.6062344250461332,0.0,0.0,0,0
32,4,2,2,0,0.9155853645149528,1,0,2,0.6264396298136328,8,1.9530026139275138,-0.13972611064458876,0.0,0.0,0,0
38,1,2,0,0,-0.8515506837680439,1,0,2,0.6264396298136328,8,-0.11348374351016813,-0.13972611064458876,0.0,0.0,0,0
39,0,1,1,0,1.6497926024981122,1,0,2,0.6264396298136328,8,-0.36001194053782143,1.3521949607368553,0.0,0.0,0,0
34,1,1,1,0,-0.4640524192769319,1,0,2,0.6264396298136328,8,-0.8240650172957571,0.6062344250461332,0.0,0.0,0,0
33,4,1,2,0,2.037290866989224,1,0,2,0.6264396298136328,8,0.19830191743656989,-0.13972611064458876,0.0,0.0,0,0
52,0,1,1,0,1.5874089809701313,1,0,2,0.6264396298136328,8,-0.3745135991865069,1.3521949607368553,0.0,0.0,0,0
58,5,1,1,0,0.950376230367096,1,0,2,0.6264396298136328,8,-0.6790484308089022,2.098155496427577,0.0,0.0,0,0
26,7,2,1,0,-0.5084407653641491,1,0,2,0.6264396298136328,8,-0.9618307744582693,0.6062344250461332,0.0,0.0,0,0
34,1,1,1,0,1.3546700852695874,1,1,2,0.6264396298136328,8,0.06053616027405774,-0.13972611064458876,0.0,0.0,0,0
35,1,1,0,0,0.679247413726256,1,0,2,0.6264396298136328,8,-0.28025281797005125,-0.13972611064458876,0.0,0.0,0,0
30,7,2,1,0,-1.7369182354536186,1,0,2,0.6264396298136328,8,-0.45427272175427713,-0.13972611064458876,0.0,0.0,0,0
33,4,2,2,0,-0.6979910000068602,1,0,2,0.6264396298136328,8,0.2345560640582836,-0.13972611064458876,0.0,0.0,0,0
38,6,1,1,0,-0.9295302106780199,1,0,2,0.6264396298136328,8,0.1838002587878844,-0.13972611064458876,0.0,0.0,0,0
31,0,0,1,0,2.0204952765778446,1,0,2,0.6264396298136328,8,-0.7878108706740433,-0.13972611064458876,0.0,0.0,0,0
34,4,1,1,0,-0.3800744672200346,1,0,2,0.6264396298136328,8,-0.30925613526742224,0.6062344250461332,0.0,0.0,0,0
33,4,1,1,0,-0.0009739979346123528,1,0,2,0.6264396298136328,8,0.2490577227069691,-0.13972611064458876,0.0,0.0,0,0
46,4,2,2,0,-1.7717091013057618,1,1,2,0.6264396298136328,8,0.12579362419314244,2.098155496427577,0.0,0.0,0,0
27,1,2,1,0,-0.9811166669415425,1,0,2,0.6264396298136328,8,-0.5630351616194182,-0.13972611064458876,0.0,0.0,0,0
35,7,1,1,0,0.8484030028694349,1,0,2,0.6264396298136328,8,-0.9835832624312975,1.3521949607368553,0.0,0.0,0,0
32,0,0,1,0,-0.3296876959858962,1,0,2,0.6264396298136328,8,2.148775005684768,-0.13972611064458876,0.0,0.0,0,0
33,1,2,0,0,0.9359800100144849,1,0,2,0.6264396298136328,8,-0.09173125553713989,-0.8856866463353108,0.0,0.0,0,0
37,1,1,1,0,1.449445202590943,1,0,2,0.6264396298136328,8,0.4955859197346224,-0.8856866463353108,0.0,0.0,0,0
37,1,1,0,0,-0.08015320987397269,1,0,2,0.6264396298136328,8,0.5535925543293644,-0.8856866463353108,0.0,0.0,0,0
31,1,1,1,0,3.2249790460796297,1,0,2,0.6264396298136328,8,-0.21499535405096654,-0.13972611064458876,0.0,0.0,0,0
34,1,2,1,0,-0.6248102132144211,1,1,2,0.6264396298136328,8,-0.21499535405096654,-0.13972611064458876,0.0,0.0,0,0
32,1,1,0,0,-0.9415270609718625,1,0,2,0.6264396298136328,8,-0.6427942841871884,-0.8856866463353108,0.0,0.0,0,0
33,1,1,1,0,-0.416065018101562,1,0,2,0.6264396298136328,8,0.009780355003658531,0.6062344250461332,0.0,0.0,0,0
27,0,2,1,0,-0.2613056493109941,1,1,2,0.6264396298136328,8,0.6333516768971346,-0.13972611064458876,0.0,0.0,0,0
31,1,1,1,0,1.1867141811557926,1,0,2,0.6264396298136328,8,-1.1285998489181523,-0.8856866463353108,0.0,0.0,0,0
32,9,2,1,0,0.04101497809383631,1,1,2,0.6264396298136328,8,-0.04822627959108342,-0.8856866463353108,0.0,0.0,0,0
39,4,1,2,0,1.992902520902007,1,0,2,0.6264396298136328,8,2.685336375686131,-0.13972611064458876,0.0,0.0,0,0
33,7,1,1,0,0.32534033005790297,1,0,2,0.6264396298136328,8,-0.9980849210799829,2.098155496427577,0.0,0.0,0,0
38,1,1,1,0,0.3769267863214256,1,0,2,0.6264396298136328,8,-0.7008009187819304,-0.13972611064458876,0.0,0.0,0,0
33,1,1,0,0,-0.4436577737773997,1,0,2,0.6264396298136328,8,1.2206688521688969,0.6062344250461332,0.0,0.0,0,0
38,1,2,1,0,-0.038164233845524025,1,0,2,0.6264396298136328,8,-0.6717976014845595,-0.13972611064458876,0.0,0.0,0,0
30,1,1,0,0,0.8484030028694349,1,0,2,0.6264396298136328,8,1.3801870973044372,-0.13972611064458876,0.0,0.0,0,0
39,1,1,0,0,1.6713869330270288,1,0,2,0.6264396298136328,8,0.17654942946354166,-0.13972611064458876,0.0,0.0,0,0
33,9,1,1,0,0.4033198569678791,1,0,2,0.6264396298136328,8,-0.30200530594307945,-0.13972611064458876,0.0,0.0,0,0
32,1,1,1,0,0.3721280462038886,1,0,2,0.6264396298136328,8,-0.5050285270246763,-0.13972611064458876,0.0,0.0,0,0
33,6,1,2,0,1.1219311895690434,1,0,2,0.6264396298136328,8,1.104655582979413,-0.13972611064458876,0.0,0.0,0,0
32,4,2,2,0,1.3750647307691195,1,0,2,0.6264396298136328,8,0.009780355003658531,0.6062344250461332,0.0,0.0,0,0
34,1,1,1,0,-0.29969557025129,1,0,2,0.6264396298136328,8,-1.0053357504043257,-0.13972611064458876,0.0,0.0,0,0
32,7,1,1,0,-0.425662498336636,1,1,2,0.6264396298136328,8,-0.8603191639174708,-0.13972611064458876,0.0,0.0,0,0
37,4,1,2,0,1.9137233089626466,0,0,2,0.6264396298136328,8,-0.8675699932418135,1.3521949607368553,0.0,0.0,0,0
31,9,1,1,0,-0.11974281584365286,1,0,2,0.6264396298136328,8,-0.6355434548628457,0.6062344250461332,0.0,0.0,0,0
30,1,1,3,0,-0.4940445450115381,1,0,2,0.6264396298136328,8,-0.4035169164838779,0.6062344250461332,0.0,0.0,0,0
32,1,1,1,0,-0.6799957245660965,1,0,2,0.6264396298136328,8,-0.22949701269965203,-0.13972611064458876,0.0,0.0,0,0
33,0,2,1,0,1.4026574864449572,1,0,2,0.6264396298136328,8,-0.21499535405096654,-0.13972611064458876,0.0,0.0,0,0
31,9,1,1,0,-0.024967698522297303,1,1,2,0.6264396298136328,8,-0.3890152578351924,-0.8856866463353108,0.0,0.0,0,0
36,2,1,1,0,-0.30929305048636396,1,0,2,0.6264396298136328,8,-0.47602520972730533,-0.13972611064458876,0.0,0.0,0,0
31,7,2,1,0,0.0230197026530726,1,0,2,0.6264396298136328,8,1.191665534871526,-0.13972611064458876,0.0,0.0,0,0
36,1,1,1,0,-0.3212899007802064,1,1,2,0.6264396298136328,8,-0.8458175052687853,0.6062344250461332,0.0,0.0,0,0
32,0,1,1,0,-0.6404061185964163,1,0,2,0.6264396298136328,8,-0.11348374351016813,-0.13972611064458876,0.0,0.0,0,0
31,0,2,2,0,-0.9643210765301631,0,0,2,0.6264396298136328,8,-0.287503647294394,-0.13972611064458876,0.0,0.0,0,0
33,0,1,1,0,1.0667456782173679,1,0,2,0.6264396298136328,8,-0.4397710631055916,-0.13972611064458876,0.0,0.0,0,0
34,1,2,0,0,-0.43765934863047845,1,0,2,0.6264396298136328,8,-1.331623069999749,0.6062344250461332,0.0,0.0,0,0
35,1,2,0,0,-0.672797614389791,1,0,2,0.6264396298136328,8,0.21280357608525538,-0.13972611064458876,0.0,0.0,0,0
36,1,1,0,0,-0.7315821808296191,1,0,2,0.6264396298136328,8,-1.0560915556747248,-0.13972611064458876,0.0,0.0,0,0
44,5,1,0,0,0.20297245706070974,1,0,2,0.6264396298136328,8,0.20555274676091262,0.6062344250461332,0.0,0.0,0,0
36,1,0,1,0,0.01822096253553561,1,0,2,0.6264396298136328,8,0.4375792851398804,-0.13972611064458876,0.0,0.0,0,0
39,1,1,0,0,-0.0501610841393665,1,0,2,0.6264396298136328,8,-0.22949701269965203,0.6062344250461332,0.0,0.0,0,0
49,1,1,1,0,0.3637302509981989,1,1,2,0.6264396298136328,8,-0.1932428660779383,0.6062344250461332,0.0,0.0,0,0
38,1,1,1,0,0.014621907447382865,1,0,2,0.6264396298136328,8,2.94636623136247,-0.13972611064458876,0.0,0.0,0,1
25,7,2,1,0,-0.8047629676220582,1,0,2,0.6264396298136328,8,-0.011972132969369702,-0.13972611064458876,0.0,0.0,0,0
31,1,1,1,0,0.6336593826096546,1,1,2,0.6264396298136328,8,0.35782016257211025,0.6062344250461332,0.0,0.0,0,0
37,4,1,2,0,-0.7315821808296191,1,1,2,0.6264396298136328,8,-0.9618307744582693,2.098155496427577,0.0,0.0,0,0
27,9,1,1,0,-0.9079358801491034,1,1,2,0.6264396298136328,8,0.2490577227069691,1.3521949607368553,0.0,0.0,0,0
32,1,1,0,0,-0.5408322611575237,1,0,2,0.6264396298136328,8,0.017031184328001273,0.6062344250461332,0.0,0.0,0,0
46,1,1,1,0,1.8753333880223508,1,0,2,0.6264396298136328,8,-0.7733092120253579,2.098155496427577,0.0,0.0,0,0
37,1,1,0,0,1.013959536924461,1,0,2,0.6264396298136328,8,-0.287503647294394,-0.13972611064458876,0.0,0.0,0,0
36,1,1,1,0,-0.20492045292993444,1,0,2,0.6264396298136328,8,0.4013251385181667,2.098155496427577,0.0,0.0,0,0
31,1,2,0,0,-1.0674939890572084,0,0,2,0.6264396298136328,8,0.5535925543293644,0.6062344250461332,0.0,0.0,0,0
53,1,1,1,0,0.4956956042304661,1,0,2,0.6264396298136328,8,-0.39626608715953515,0.6062344250461332,0.0,0.0,0,0
30,1,2,1,0,-0.5588275365982874,1,0,2,0.6264396298136328,8,-0.019222962293712446,0.6062344250461332,0.0,0.0,0,0
31,3,2,1,0,-0.08375226496212543,0,0,2,0.6264396298136328,8,0.16204777081485616,0.6062344250461332,0.0,0.0,0,0
49,1,1,1,0,1.149523945244881,0,0,2,0.6264396298136328,8,0.009780355003658531,2.844116032118299,0.0,0.0,0,0
44,1,1,0,0,0.2977475743820653,1,0,2,0.6264396298136328,8,1.1409097296011266,2.098155496427577,0.0,0.0,0,0
34,2,1,1,0,3.0102354258198494,1,0,2,0.6264396298136328,8,0.32881684527473926,1.3521949607368553,0.0,0.0,0,0
35,7,1,1,0,-0.7315821808296191,1,0,2,0.6264396298136328,8,-0.10623291418582538,2.098155496427577,0.0,0.0,0,0
30,1,1,0,0,0.4956956042304661,1,0,2,0.6264396298136328,8,-0.2657511593213657,0.6062344250461332,0.0,0.0,0,0
39,10,2,1,0,2.4415847218917155,1,0,2,0.6264396298136328,8,0.9741406551412435,0.6062344250461332,0.0,0.0,0,0
33,1,1,1,0,-0.7315821808296191,1,0,2,0.6264396298136328,8,2.293791592171623,0.6062344250461332,0.0,0.0,0,1
38,1,1,1,0,0.19937340197255699,1,0,2,0.6264396298136328,8,-0.5050285270246763,-0.13972611064458876,0.0,0.0,0,0
33,1,1,0,0,0.6660508784030292,1,0,2,0.6264396298136328,8,1.5614578304130058,-0.13972611064458876,0.0,0.0,0,0
37,4,1,2,0,-0.2373119487233091,1,0,2,0.6264396298136328,8,-0.6862992601332449,1.3521949607368553,0.0,0.0,0,0
36,1,1,0,0,-1.2138555626420866,0,0,2,0.6264396298136328,8,-0.22949701269965203,2.844116032118299,0.0,0.0,0,0
37,4,1,2,0,1.4434467774440216,1,0,2,0.6264396298136328,8,0.6261008475727918,1.3521949607368553,0.0,0.0,0,0
32,4,2,2,0,0.6708496185205662,1,0,2,0.6264396298136328,8,0.8508765566274169,-0.13972611064458876,0.0,0.0,0,0
33,1,1,0,0,-0.11854313081426861,1,0,2,0.6264396298136328,8,0.7203616287892475,-0.13972611064458876,0.0,0.0,0,0
52,1,1,0,0,-0.5804218671272039,0,0,2,0.8657968272930366,8,-0.8095633586470716,1.3521949607368553,0.0,0.0,0,0
33,4,1,2,0,-0.7195853305357767,1,0,2,0.8657968272930366,8,-0.9618307744582693,2.098155496427577,0.0,0.0,0,0
35,4,2,2,0,3.0318297563487655,1,0,2,0.8657968272930366,8,-0.9618307744582693,0.6062344250461332,0.0,0.0,0,0
35,0,1,1,0,1.953312914932327,1,0,2,0.8657968272930366,8,-1.1793556541885515,0.6062344250461332,0.0,0.0,0,0
35,1,2,1,0,0.19577434688440423,1,0,2,0.8657968272930366,8,-0.4977776977003336,-0.13972611064458876,0.0,0.0,0,0
30,7,2,1,0,-0.2529078541053043,1,1,2,0.8657968272930366,8,-0.3382594525647932,0.6062344250461332,0.0,0.0,0,0
52,4,1,1,0,-0.5240366707461442,0,0,2,0.8657968272930366,8,-1.135850678242495,2.098155496427577,0.0,0.0,0,0
36,1,2,1,0,0.0962004894455117,1,0,2,0.8657968272930366,8,-0.8603191639174708,-0.13972611064458876,0.0,0.0,0,0
39,7,1,0,0,1.1891135512145612,1,0,2,0.8657968272930366,8,-0.02647379161805519,-0.13972611064458876,0.0,0.0,0,0
39,1,1,1,0,-0.20492045292993444,1,0,2,0.8657968272930366,8,0.06778698959840049,0.6062344250461332,0.0,0.0,0,0
33,4,1,1,0,3.0258313312018443,1,0,2,0.8657968272930366,8,1.0538997777090138,2.098155496427577,0.0,0.0,0,0
32,7,2,1,0,-1.221053672818392,1,0,2,0.8657968272930366,8,0.3505693332477675,-0.13972611064458876,0.0,0.0,0,0
29,0,1,1,0,-0.4136656480427935,1,0,2,0.8657968272930366,8,0.901632361897816,-0.13972611064458876,0.0,0.0,0,0
37,9,2,1,0,-0.29609651516313723,1,0,2,0.8657968272930366,8,-0.6862992601332449,0.6062344250461332,0.0,0.0,0,0
33,9,2,1,0,-0.1485352565488748,1,0,2,0.8657968272930366,8,1.1481605589254693,-0.13972611064458876,0.0,0.0,0,0
33,9,2,2,0,-0.018969273375376065,1,1,2,0.8657968272930366,8,-0.4035169164838779,-0.8856866463353108,0.0,0.0,0,0
32,1,1,1,1,-0.6140130479499628,0,1,2,0.8657968272930366,8,-0.2222461833753093,-0.8856866463353108,0.0,0.0,0,0
54,1,0,1,0,-0.17732769725409675,1,0,2,0.8657968272930366,8,0.4013251385181667,0.6062344250461332,0.0,0.0,0,0
33,1,2,1,0,-0.285299349898679,1,0,2,0.8657968272930366,8,-0.8168141879714144,-0.8856866463353108,0.0,0.0,0,0
33,0,2,1,0,0.7332332400485472,1,0,2,0.8657968272930366,8,0.29256269865302553,-0.8856866463353108,0.0,0.0,0,0
38,6,2,2,0,0.3685289911157359,1,0,2,0.8657968272930366,8,0.4013251385181667,-0.8856866463353108,0.0,0.0,0,0
34,4,2,2,0,-0.7315821808296191,1,0,2,0.8657968272930366,8,1.0248964604116428,-0.8856866463353108,0.0,0.0,0,0
33,9,1,1,0,0.3289393851460557,1,0,2,0.8657968272930366,8,0.48108426108593694,-0.8856866463353108,0.0,0.0,0,0
32,9,1,1,0,-0.027367068581065798,1,0,2,0.8657968272930366,8,-0.011972132969369702,-0.8856866463353108,0.0,0.0,0,0
31,6,2,2,0,-0.6224108431556525,0,0,2,0.8657968272930366,8,0.009780355003658531,-0.8856866463353108,0.0,0.0,0,0
33,2,1,0,0,-0.5336341509812182,1,0,2,0.8657968272930366,8,0.09679030689577146,-0.8856866463353108,0.0,0.0,0,0
34,9,1,1,0,-0.18452580743040223,1,0,2,0.8657968272930366,8,3.0188745246058972,-0.8856866463353108,0.0,0.0,0,0
31,9,2,2,0,1.3198792194174442,1,0,2,0.8657968272930366,8,1.3076788040610097,-0.8856866463353108,0.0,0.0,0,0
33,1,1,1,0,0.6336593826096546,1,1,2,0.8657968272930366,8,2.2067816402795097,-0.8856866463353108,0.0,0.0,0,0
31,1,1,1,0,-0.29969557025129,1,0,2,0.8657968272930366,8,1.3801870973044372,-0.8856866463353108,0.0,0.0,0,0
32,4,1,2,0,2.5519557445950665,1,1,2,0.8657968272930366,8,-1.2083589714859224,-0.8856866463353108,0.0,0.0,0,0
30,1,2,1,0,-0.20971919304747141,1,1,2,0.8657968272930366,8,-0.5557843322950755,-0.8856866463353108,0.0,0.0,0,0
55,1,1,1,0,0.4549063132314017,1,1,2,0.8657968272930366,8,0.2998135279773683,1.3521949607368553,0.0,0.0,0,0
31,9,2,1,0,0.6912442640200984,1,0,2,0.8657968272930366,8,-0.4977776977003336,-0.8856866463353108,0.0,0.0,0,0
32,1,1,0,0,0.781220641223917,1,0,2,0.8657968272930366,8,-0.5267810149977046,-0.8856866463353108,0.0,0.0,0,0
33,1,1,1,0,-0.7015900550950129,1,0,2,0.8657968272930366,8,-1.4621379978379185,0.6062344250461332,0.0,0.0,0,0
30,1,1,0,0,-0.5108401354229175,1,0,2,0.8657968272930366,8,0.08953947757142872,-0.8856866463353108,0.0,0.0,0,0
29,6,1,2,0,0.1693812762379508,1,0,2,0.8657968272930366,8,-0.6065401375654748,-0.13972611064458876,0.0,0.0,0,0
36,1,1,0,0,0.1213938750625809,1,0,2,0.8657968272930366,8,-0.36726276986216416,-0.13972611064458876,0.0,0.0,0,0
37,1,1,1,0,-0.18812486251855495,1,1,2,0.8657968272930366,8,-0.7733092120253579,-0.8856866463353108,0.0,0.0,0,0
32,9,1,2,0,0.6228622173451963,1,0,2,0.8657968272930366,8,-0.11348374351016813,-0.8856866463353108,0.0,0.0,0,0
33,2,1,0,0,-0.44725682886555246,1,0,2,0.8657968272930366,8,-0.8385666759444426,-0.8856866463353108,0.0,0.0,0,0
34,7,2,1,0,0.7548275705774636,1,0,2,0.8657968272930366,8,-0.2947544766187367,-0.8856866463353108,0.0,0.0,0,0
37,9,1,1,0,-0.7315821808296191,1,0,2,0.8657968272930366,8,1.503451195818264,2.844116032118299,0.0,0.0,0,0
33,1,1,0,0,-0.2613056493109941,1,0,2,0.8657968272930366,8,0.705859970140562,-0.8856866463353108,0.0,0.0,0,0
34,1,1,0,0,2.2556335423371574,1,0,2,0.8657968272930366,8,-0.09173125553713989,-0.8856866463353108,0.0,0.0,0,0
31,1,1,1,0,0.315742849822829,1,0,2,0.8657968272930366,8,-0.4325202337812489,1.3521949607368553,0.0,0.0,0,0
34,9,1,1,0,1.0247567021889192,1,0,2,0.8657968272930366,8,1.0538997777090138,-0.8856866463353108,0.0,0.0,0,0
35,1,2,0,0,-0.6236105281850368,1,0,2,0.8657968272930366,8,-0.011972132969369702,-0.8856866463353108,0.0,0.0,0,0
31,1,1,1,0,0.12499293015073364,1,0,2,0.8657968272930366,8,0.35782016257211025,-0.8856866463353108,0.0,0.0,0,0
33,1,1,0,0,-0.1761280122247125,1,0,2,0.8657968272930366,8,0.1838002587878844,-0.8856866463353108,0.0,0.0,0,0
40,6,1,1,0,1.0871403237169002,1,1,2,0.8657968272930366,8,1.2206688521688969,-0.8856866463353108,0.0,0.0,0,0
